libelle;text;forme;compte
AMOXIL 1gr Pdre.Prép.Inj Bt 1+S/5ml;AMOXIL 1gr Pdre.Prép.Inj Bt 1+S/5ml;poudre;7
AMPICIL 0,5gr Pdre.Prép.Inj Bt 1+S/5ml;AMPICIL 0,5gr Pdre.Prép.Inj Bt 1+S/5ml;poudre;7
AMPICIL 1g Pdre.Prép.Inj. Bt 25 Sans Solv.;AMPICIL 1g Pdre.Prép.Inj. Bt 25 Sans Solv.;injection;7
AMPICIL 1gr Pdre.Prép.Inj. Bt 1+S/5ml;AMPICIL 1gr Pdre.Prép.Inj. Bt 1+S/5ml;injection;7
AMSALYO 75mg Pdre./Sol.Perf. Bt 5 Fl;AMSALYO 75mg Pdre./Sol.Perf. Bt 5 Fl;poudre;7
AMUCHINA 5% Sol.Ext. Fl 1000ml;AMUCHINA 5% Sol.Ext. Fl 1000ml;autre;7
AMUCHINA 5% Sol.Ext. Fl 250ml;AMUCHINA 5% Sol.Ext. Fl 250ml;autre;7
AMUCHINA 5% Sol.Us.Ext. Fl 500ml;AMUCHINA 5% Sol.Us.Ext. Fl 500ml;autre;7
AMURETIC Comp Bt 20;AMURETIC Comp Bt 20;comprime;7
AMUSTIL 0.5% Crème Derm. Tb 70gr;AMUSTIL 0.5% Crème Derm. Tb 70gr;pommade;7
AMUSTIL Crème. Derm. Tb 30gr;AMUSTIL Crème. Derm. Tb 30gr;pommade;7
AMVISC PLUS 16mg/ml  Préparation Viscoélastique Bt 1 Ser./0.8ml (F);AMVISC PLUS 16mg/ml  Préparation Viscoélastique Bt 1 Ser./0.8ml (F);autre;7
AMYTRIL  25mg Comp.Pell. Bt 500;AMYTRIL  25mg Comp.Pell. Bt 500;comprime;7
AMYTRIL 10mg Comp.Pell. Bt 100;AMYTRIL 10mg Comp.Pell. Bt 100;comprime;7
AMYTRIL 10mg Comp.Pell. Bt 40;AMYTRIL 10mg Comp.Pell. Bt 40;comprime;7
AMYTRIL 10mg Comp.Pell. Bt 500;AMYTRIL 10mg Comp.Pell. Bt 500;comprime;7
AMYTRIL 25mg Comp.Pell. Bt 100;AMYTRIL 25mg Comp.Pell. Bt 100;comprime;7
AMYTRIL 25mg Comp.Pell. Bt 40;AMYTRIL 25mg Comp.Pell. Bt 40;comprime;7
ANAFRANIL 10mg Comp.Enr. Bt 60;ANAFRANIL 10mg Comp.Enr. Bt 60;comprime;7
ANAFRANIL 25mg Comp.Enr. Bt 50;ANAFRANIL 25mg Comp.Enr. Bt 50;comprime;7
ANAFRANIL 25mg Sol.Inj. Bt 5/2ml;ANAFRANIL 25mg Sol.Inj. Bt 5/2ml;injection;7
ANAFRANIL 75mg Comp.Pell.Séc. Bt 20;ANAFRANIL 75mg Comp.Pell.Séc. Bt 20;comprime;7
ANALGAN 170mg Supp Bt 10;ANALGAN 170mg Supp Bt 10;suppositoire;7
ANALGAN 500mg Comp. Bt 20;ANALGAN 500mg Comp. Bt 20;comprime;7
ANALGAN 500mg Comp. Bt 500;ANALGAN 500mg Comp. Bt 500;comprime;7
ANALGAN 80mg Supp Bt 10;ANALGAN 80mg Supp Bt 10;suppositoire;7
ANALGAN CODEINE 300mg/25mg Comp. Bt 16;ANALGAN CODEINE 300mg/25mg Comp. Bt 16;comprime;7
ANALGAN CODEINE 600mg/50mg Comp. Bt 12;ANALGAN CODEINE 600mg/50mg Comp. Bt 12;comprime;7
ANALGAN CODEINE 600mg/50mg Comp. Bt 300;ANALGAN CODEINE 600mg/50mg Comp. Bt 300;comprime;7
ANALGAN EXTRA 500mg/65mg Comp.Séc. Bt 16;ANALGAN EXTRA 500mg/65mg Comp.Séc. Bt 16;comprime;7
ANAPEN 0.15mg/0.3ml Sol.Inj. Bt 2 Stylos Auto-injecteurs;ANAPEN 0.15mg/0.3ml Sol.Inj. Bt 2 Stylos Auto-injecteurs;injection;7
ANAPEN 0.30mg/0.3ml Sol.Inj. Bt /2 Stylos Auto-injecteurs;ANAPEN 0.30mg/0.3ml Sol.Inj. Bt /2 Stylos Auto-injecteurs;injection;7
ANASPASM-ORO 80mg Comp.Orodispers. Bt 20;ANASPASM-ORO 80mg Comp.Orodispers. Bt 20;comprime;7
ANASPASM-ORO 80mg Comp.Orodispersible Bt 10;ANASPASM-ORO 80mg Comp.Orodispersible Bt 10;comprime;7
ANDROCUR 50mg Comp.Séc.  Bt 20;ANDROCUR 50mg Comp.Séc.  Bt 20;comprime;7
ANDROCUR 50mg Comp.Séc. Bt 20;ANDROCUR 50mg Comp.Séc. Bt 20;comprime;7
ANDROTARDYL 250mg Sol. Inj. Bt 1/1ml;ANDROTARDYL 250mg Sol. Inj. Bt 1/1ml;injection;7
ANESTANE 100% Sol.P.Inhalation Fl 250ml;ANESTANE 100% Sol.P.Inhalation Fl 250ml;autre;7
ANGIOTEC 20mg Comp.Séc. Bt 30;ANGIOTEC 20mg Comp.Séc. Bt 30;comprime;7
ANGIOTEC 5mg Comp. Séc. Bt 30;ANGIOTEC 5mg Comp. Séc. Bt 30;comprime;7
ANGIOTEC 5mg Comp.Séc. Bt 30;ANGIOTEC 5mg Comp.Séc. Bt 30;comprime;7
ANGIOZIDE 20mg/12.5mg Comp.Séc. Bt 30;ANGIOZIDE 20mg/12.5mg Comp.Séc. Bt 30;comprime;7
ANGORAL 2mg Comp.Séc. Bt 30;ANGORAL 2mg Comp.Séc. Bt 30;comprime;7
ANGORAL 4mg Comp.Séc. Bt 30;ANGORAL 4mg Comp.Séc. Bt 30;comprime;7
ANSEMID 40mg Comp.Séc. Bt 30;ANSEMID 40mg Comp.Séc. Bt 30;comprime;7
ANSEMID 40mg Comp.Séc. Bt 40;ANSEMID 40mg Comp.Séc. Bt 40;comprime;7
ANSEMID 40mg Comp.Séc. Bt 500;ANSEMID 40mg Comp.Séc. Bt 500;comprime;7
ANSEMID 500mg Comp.Séc. Bt 36;ANSEMID 500mg Comp.Séc. Bt 36;comprime;7
ANTACID Susp.Buv. Fl 180ml;ANTACID Susp.Buv. Fl 180ml;sirop;7
ANTADINE 100mg Comp.Pell. Bt 20;ANTADINE 100mg Comp.Pell. Bt 20;comprime;7
ANTAFEN 100mg Comp.Pell. Bt 15;ANTAFEN 100mg Comp.Pell. Bt 15;comprime;7
ANTAGONINE 150mg Comp Bt 10;ANTAGONINE 150mg Comp Bt 10;comprime;7
ANTAGONINE 50 50mg/2ml Sol.Inj. Bt 5/2ml;ANTAGONINE 50 50mg/2ml Sol.Inj. Bt 5/2ml;injection;7
ANTAGONINE Comp 150mg Bt 20;ANTAGONINE Comp 150mg Bt 20;comprime;7
ANTAGONINE Comp 300mg Bt 10;ANTAGONINE Comp 300mg Bt 10;comprime;7
ANTAR 100mg Comp.Pell. Bt 4;ANTAR 100mg Comp.Pell. Bt 4;comprime;7
ANTAR 100mg Comp.Pell. Bt 8;ANTAR 100mg Comp.Pell. Bt 8;comprime;7
ANTAR 50mg Comp.Pell. Bt 4;ANTAR 50mg Comp.Pell. Bt 4;comprime;7
ANTAR 50mg Comp.Pell. Bt 8;ANTAR 50mg Comp.Pell. Bt 8;comprime;7
ANTILIP 200mg Gél. Bt 30;ANTILIP 200mg Gél. Bt 30;gelule;7
ANTIOMAL 250 250mg Comp.Pell. Bt 30;ANTIOMAL 250 250mg Comp.Pell. Bt 30;comprime;7
ANTIOMAL 500 500mg Comp.Pell. Bt 30;ANTIOMAL 500 500mg Comp.Pell. Bt 30;comprime;7
ANTISPASM 80mg Comp.Orodispersible Bt 10;ANTISPASM 80mg Comp.Orodispersible Bt 10;comprime;7
ANTISPASM 80mg Comp.Orodispersible Bt 20;ANTISPASM 80mg Comp.Orodispersible Bt 20;comprime;7
ANTIVIR 200mg Comp. Bt 30;ANTIVIR 200mg Comp. Bt 30;comprime;7
ANTIVIR 200mg/5ml Susp.Buv. Fl 125ml;ANTIVIR 200mg/5ml Susp.Buv. Fl 125ml;sirop;7
ANTIVIR 5% Crème Derm. Tb 5gr;ANTIVIR 5% Crème Derm. Tb 5gr;pommade;7
ANTIVIR 800mg/10ml Susp.Buv. Fl 125ml;ANTIVIR 800mg/10ml Susp.Buv. Fl 125ml;sirop;7
ANXIOMYL 6mg Comp Séc. Bt 30;ANXIOMYL 6mg Comp Séc. Bt 30;comprime;7
APHRODIS 10mg Comp.Pell. Bt 4;APHRODIS 10mg Comp.Pell. Bt 4;comprime;7
APHRODIS 20 20mg Comp.Pell.Séc. Bt 8;APHRODIS 20 20mg Comp.Pell.Séc. Bt 8;comprime;7
APHRODIS 20mg Comp.Pell. Bt 4;APHRODIS 20mg Comp.Pell. Bt 4;comprime;7
APIDRA SOLOSTAR 100 UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F);APIDRA SOLOSTAR 100 UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F);injection;7
APO-NITROFURANTOINE Comp 50mg Bt 100;APO-NITROFURANTOINE Comp 50mg Bt 100;comprime;7
APO-TRIFLUOPERAZINE Comp 10mg Bt 100;APO-TRIFLUOPERAZINE Comp 10mg Bt 100;comprime;7
APRANAX 275mg Comp.Enr. Bt 30;APRANAX 275mg Comp.Enr. Bt 30;comprime;7
APRANAX 275mg Comp.Pell. Bt 10;APRANAX 275mg Comp.Pell. Bt 10;comprime;7
APRANAX 500mg Suppo. Bt 12;APRANAX 500mg Suppo. Bt 12;suppositoire;7
APRANAX 550mg Comp.Enr.Séc. Bt 16;APRANAX 550mg Comp.Enr.Séc. Bt 16;comprime;7
APRANAX 550mg Comp.Enr.Séc. Bt 8;APRANAX 550mg Comp.Enr.Séc. Bt 8;comprime;7
APROFORT 150mg/5mg Comp.Pell. Bt 30;APROFORT 150mg/5mg Comp.Pell. Bt 30;comprime;7
APROFORT 300mg/10mg Comp.Pell. Bt 30;APROFORT 300mg/10mg Comp.Pell. Bt 30;comprime;7
APROVASC 150mg/5mg Comp.Pell. Bt 30;APROVASC 150mg/5mg Comp.Pell. Bt 30;comprime;7
APROVASC 300mg/10mg Comp.Pell. Bt 30;APROVASC 300mg/10mg Comp.Pell. Bt 30;comprime;7
APROVASC 300mg/5mg Comp.Pell. Bt 30;APROVASC 300mg/5mg Comp.Pell. Bt 30;comprime;7
APROVEL 150mg Comp.Pell. Bt 30;APROVEL 150mg Comp.Pell. Bt 30;comprime;7
APROVEL 150mg Comp.Pell. Bt 90;APROVEL 150mg Comp.Pell. Bt 90;comprime;7
APROVEL 300mg Comp.Pell. Bt 30;APROVEL 300mg Comp.Pell. Bt 30;comprime;7
APROVEL 300mg Comp.Pell. Bt 90;APROVEL 300mg Comp.Pell. Bt 90;comprime;7
APROZAR 150mg Comp.Pell. Bt 28;APROZAR 150mg Comp.Pell. Bt 28;comprime;7
APROZAR 150mg Comp.Pell. Bt 30;APROZAR 150mg Comp.Pell. Bt 30;comprime;7
APROZAR 150mg Comp.Pell. Bt 90;APROZAR 150mg Comp.Pell. Bt 90;comprime;7
APROZAR 300mg Comp. Pell. Bt 90;APROZAR 300mg Comp. Pell. Bt 90;comprime;7
APROZAR 300mg Comp.Pell. Bt 28;APROZAR 300mg Comp.Pell. Bt 28;comprime;7
APROZAR 300mg Comp.Pell. Bt 30;APROZAR 300mg Comp.Pell. Bt 30;comprime;7
APYREX PEDIATRIQUE 3% Susp.Buv. Fl 90ml;APYREX PEDIATRIQUE 3% Susp.Buv. Fl 90ml;sirop;7
APYROSIS Nour. Susp.Buv. Fl 150ml;APYROSIS Nour. Susp.Buv. Fl 150ml;sirop;7
APYROSIS Susp.Buv. Bt 24 Sachets-doses/10ml;APYROSIS Susp.Buv. Bt 24 Sachets-doses/10ml;sirop;7
APYROSIS Susp.Buv. Fl 250ml;APYROSIS Susp.Buv. Fl 250ml;sirop;7
ARACYTINE 100mg Pdre.P.Prép.Inj. Bt 1+ S/5ml;ARACYTINE 100mg Pdre.P.Prép.Inj. Bt 1+ S/5ml;injection;7
ARACYTINE 1gr Pdre.Prép.Inj Bt 1Fl;ARACYTINE 1gr Pdre.Prép.Inj Bt 1Fl;poudre;7
ARADEUX 150mg Comp.Pell. Bt 30;ARADEUX 150mg Comp.Pell. Bt 30;comprime;7
ARADEUX 150mg Comp.Pell. Bt 90;ARADEUX 150mg Comp.Pell. Bt 90;comprime;7
ARADEUX 300mg Comp.Pell. Bt 30;ARADEUX 300mg Comp.Pell. Bt 30;comprime;7
ARADEUX 300mg Comp.Pell. Bt 90;ARADEUX 300mg Comp.Pell. Bt 90;comprime;7
ARAVA 100mg Comp pell. Bt 3;ARAVA 100mg Comp pell. Bt 3;comprime;7
ARAVA 10mg Comp.Pell. Fl 30;ARAVA 10mg Comp.Pell. Fl 30;comprime;7
ARAVA 20mg Comp.Pell. Fl 30;ARAVA 20mg Comp.Pell. Fl 30;comprime;7
ARAVEN 150mg Comp.Pell. Bt 30;ARAVEN 150mg Comp.Pell. Bt 30;comprime;7
ARAVEN 150mg Comp.Pell. Bt 90;ARAVEN 150mg Comp.Pell. Bt 90;comprime;7
ARAVEN 300mg Comp.Pell. Bt 30;ARAVEN 300mg Comp.Pell. Bt 30;comprime;7
ARAVEN 300mg Comp.Pell. Bt 90;ARAVEN 300mg Comp.Pell. Bt 90;comprime;7
ARGINO-B Comp.Pell. Bt 24;ARGINO-B Comp.Pell. Bt 24;comprime;7
ARHIN 1% Sol.Buv. Fl 15ml;ARHIN 1% Sol.Buv. Fl 15ml;sirop;7
ARICEPT 10mg Comp.Pell. Bt 28;ARICEPT 10mg Comp.Pell. Bt 28;comprime;7
ARICEPT 5mg Comp.Pell. Bt 28;ARICEPT 5mg Comp.Pell. Bt 28;comprime;7
ARIMIDEX 1mg Comp.Pell. Bt 30;ARIMIDEX 1mg Comp.Pell. Bt 30;comprime;7
ARIZIL 10mg Comp.Pell. Bt 30;ARIZIL 10mg Comp.Pell. Bt 30;comprime;7
ARIZIL 5mg Comp.Pell. Bt 30;ARIZIL 5mg Comp.Pell. Bt 30;comprime;7
ARNIGEL Gel Derm. Tb 45gr;ARNIGEL Gel Derm. Tb 45gr;gel;7
AROMASINE 25mg Comp.Enr. Bt 30;AROMASINE 25mg Comp.Enr. Bt 30;comprime;7
ARTAMIN Gél. 250mg Bt 50;ARTAMIN Gél. 250mg Bt 50;gelule;7
ARTANE 10mg Sol.Inj. Bt 5/5ml;ARTANE 10mg Sol.Inj. Bt 5/5ml;injection;7
ARTELAC 3.20mg Collyre Fl 10ml;ARTELAC 3.20mg Collyre Fl 10ml;gouttes;7
ARTHROL Liniment Fl 50gr;ARTHROL Liniment Fl 50gr;autre;7
ARTHROSYL 0.5% Gel Derm.Tb 50gr;ARTHROSYL 0.5% Gel Derm.Tb 50gr;gel;7
ARTHROSYL 10mg Gél. Bt 30;ARTHROSYL 10mg Gél. Bt 30;gelule;7
ARTHROSYL 20mg Gél. Bt 20;ARTHROSYL 20mg Gél. Bt 20;gelule;7
ARTIBREX 200mg Gél. Bt 10;ARTIBREX 200mg Gél. Bt 10;gelule;7
ARTIBREX 200mg Gél. Bt 20;ARTIBREX 200mg Gél. Bt 20;gelule;7
ARTIBREX 200mg Gél. Bt 30;ARTIBREX 200mg Gél. Bt 30;gelule;7
ARTOTEC 50mg/0.2mg Comp. Gastro-resist. Bt 30;ARTOTEC 50mg/0.2mg Comp. Gastro-resist. Bt 30;comprime;7
ARTOTEC 75mg/0.2mg Comp. Gastro-resist. Bt 20;ARTOTEC 75mg/0.2mg Comp. Gastro-resist. Bt 20;comprime;7
AS-ONE 100mg Comp.Pell. Bt 4;AS-ONE 100mg Comp.Pell. Bt 4;comprime;7
AS-ONE 25mg Comp.Pell. Bt 4;AS-ONE 25mg Comp.Pell. Bt 4;comprime;7
AS-ONE 50mg Comp.Pell. Bt 4;AS-ONE 50mg Comp.Pell. Bt 4;comprime;7
ASCA-POUDRE 0.4% Pdre.Us.Ext. Fl 100gr;ASCA-POUDRE 0.4% Pdre.Us.Ext. Fl 100gr;poudre;7
ASCABIOL Lotion Fl 125ml;ASCABIOL Lotion Fl 125ml;autre;7
ASCALOL Lotion 25% Fl 125ml;ASCALOL Lotion 25% Fl 125ml;autre;7
ASPEGIC 0.500gr Pdre.Prép.Inj. Bt 20Fl;ASPEGIC 0.500gr Pdre.Prép.Inj. Bt 20Fl;injection;7
ASPEGIC 100mg Pdre Sol.Or. Bt 20Sach.;ASPEGIC 100mg Pdre Sol.Or. Bt 20Sach.;poudre;7
ASPEGIC 100mg Pdre.P.Sol.Or. Bt 30;ASPEGIC 100mg Pdre.P.Sol.Or. Bt 30;poudre;7
ASPEGIC 1gr Pdre.Prép.Inj. Bt 6+Solv./5ml;ASPEGIC 1gr Pdre.Prép.Inj. Bt 6+Solv./5ml;injection;7
ASPEGIC 250mg Pdre.P.Sol.Or. Bt 16;ASPEGIC 250mg Pdre.P.Sol.Or. Bt 16;poudre;7
ASPEGIC 250mg Pdre.Sol.Or. Bt 20Sach.;ASPEGIC 250mg Pdre.Sol.Or. Bt 20Sach.;poudre;7
ASPEGIC 500mg Pdre.P.Sol.Or. Bt 16;ASPEGIC 500mg Pdre.P.Sol.Or. Bt 16;poudre;7
ASPEGIC 500mg Pdre.Sol.Or. Bt 20 Sachets;ASPEGIC 500mg Pdre.Sol.Or. Bt 20 Sachets;poudre;7
ASPEGIC Ad. 1000mg Pdre.Sol.Or. Bt 20 Sachets;ASPEGIC Ad. 1000mg Pdre.Sol.Or. Bt 20 Sachets;poudre;7
ASPIRINE 500mg Comp. Bt 20;ASPIRINE 500mg Comp. Bt 20;comprime;7
ASPIRINE 500mg Comp. Bt 500;ASPIRINE 500mg Comp. Bt 500;comprime;7
ASPIRINE PH 8 500mg Comp.Pell. Bt 20;ASPIRINE PH 8 500mg Comp.Pell. Bt 20;comprime;7
ASTRADOL 100mg/2ml Sol.inj. Bt 5/2ml;ASTRADOL 100mg/2ml Sol.inj. Bt 5/2ml;injection;7
ASTRADOL 100mg/ml Gtte buv Fl 10ml;ASTRADOL 100mg/ml Gtte buv Fl 10ml;sirop;7
ASTRADOL 50mg Gél Bt 10;ASTRADOL 50mg Gél Bt 10;gellule;7
ASTRADOL 50mg Gél. Bt 30;ASTRADOL 50mg Gél. Bt 30;gelule;7
ASTRADOL LP 100mg Comp Bt 10;ASTRADOL LP 100mg Comp Bt 10;comprime;7
ATACAND 16mg Comp séc. Bt 30;ATACAND 16mg Comp séc. Bt 30;comprime;7
ATACAND 4mg Comp séc. Bt 30;ATACAND 4mg Comp séc. Bt 30;comprime;7
ATACAND 8mg Comp séc. Bt 30;ATACAND 8mg Comp séc. Bt 30;comprime;7
ATARAX 10mg/5ml Sirop Fl 200ml;ATARAX 10mg/5ml Sirop Fl 200ml;sirop;7
ATARAX 25mg Comp.Pell.séc. Bt 30;ATARAX 25mg Comp.Pell.séc. Bt 30;comprime;7
ATENAD 100mg Comp.Pell.Séc. Bt 30;ATENAD 100mg Comp.Pell.Séc. Bt 30;comprime;7
ATENOR 100mg Comp. Bt 30;ATENOR 100mg Comp. Bt 30;comprime;7
ATENOR 50mg Comp. Bt 30;ATENOR 50mg Comp. Bt 30;comprime;7
ATEPADENE 30mg Gél Bt 30;ATEPADENE 30mg Gél Bt 30;gellule;7
ATIMOS 12µg Sol.P.Inhalation Fl 100Doses (F);ATIMOS 12µg Sol.P.Inhalation Fl 100Doses (F);autre;7
ATOR 10mg Comp. Pell. Bt 30;ATOR 10mg Comp. Pell. Bt 30;comprime;7
ATOR 10mg Comp. Pell. Bt 56;ATOR 10mg Comp. Pell. Bt 56;comprime;7
ATOR 10mg Comp. Pell. Bt 90;ATOR 10mg Comp. Pell. Bt 90;comprime;7
ATOR 10mg Comp.Pell. Bt 28;ATOR 10mg Comp.Pell. Bt 28;comprime;7
ATOR 10mg Comp.Pell. Bt 91;ATOR 10mg Comp.Pell. Bt 91;comprime;7
ATOR 20mg Comp. Pell. Bt 30;ATOR 20mg Comp. Pell. Bt 30;comprime;7
ATOR 20mg Comp. Pell. Bt 90;ATOR 20mg Comp. Pell. Bt 90;comprime;7
ATOR 40mg Comp. Pell. Bt 56;ATOR 40mg Comp. Pell. Bt 56;comprime;7
ATOR 40mg Comp. Pell. Séc. Bt 30;ATOR 40mg Comp. Pell. Séc. Bt 30;comprime;7
ATOR 40mg Comp. Pell. Séc. Bt 90;ATOR 40mg Comp. Pell. Séc. Bt 90;comprime;7
ATOR 40mg Comp.Pell. Bt 92;ATOR 40mg Comp.Pell. Bt 92;comprime;7
ATOR 40mg Comp.Pell.Séc. Bt 28;ATOR 40mg Comp.Pell.Séc. Bt 28;comprime;7
ATOR 80mg Comp. Pell. Bt 30;ATOR 80mg Comp. Pell. Bt 30;comprime;7
ATORVEX 10mg Comp pell. Fl/30;ATORVEX 10mg Comp pell. Fl/30;comprime;7
ATORVEX 10mg Comp.Pell. Fl 90;ATORVEX 10mg Comp.Pell. Fl 90;comprime;7
ATORVEX 20mg Comp pell. Fl/30;ATORVEX 20mg Comp pell. Fl/30;comprime;7
ATORVEX 20mg Comp.Pell. Fl 90;ATORVEX 20mg Comp.Pell. Fl 90;comprime;7
ATORVEX 40mg Comp pell. Fl/30;ATORVEX 40mg Comp pell. Fl/30;comprime;7
ATORVEX 40mg Comp.Pell. Fl 90;ATORVEX 40mg Comp.Pell. Fl 90;comprime;7
ATRACURIUM MEDIS 25 25mg Sol.Inj. Bt 50/2.5ml (F);ATRACURIUM MEDIS 25 25mg Sol.Inj. Bt 50/2.5ml (F);injection;7
ATRACURIUM MEDIS 50 50mg Sol.Inj. Bt 50/5ml (F);ATRACURIUM MEDIS 50 50mg Sol.Inj. Bt 50/5ml (F);injection;7
ATRICAN 250mg Caps. Molle Bt 8;ATRICAN 250mg Caps. Molle Bt 8;gellule;7
ATRIPLA 600mg/200mg/245mg Comp. Fl 30;ATRIPLA 600mg/200mg/245mg Comp. Fl 30;comprime;7
ATROPINE SAIPH 0.25mg/ml Sol.Inj. Bt 10/1ml;ATROPINE SAIPH 0.25mg/ml Sol.Inj. Bt 10/1ml;injection;7
ATROPINE UNIMED 1% Collyre Fl 5ml;ATROPINE UNIMED 1% Collyre Fl 5ml;gouttes;7
AUGMENTIN 1gr/125mg Pdre.Susp.Or. Bt 12 Sachets-doses;AUGMENTIN 1gr/125mg Pdre.Susp.Or. Bt 12 Sachets-doses;poudre;7
AUGMENTIN 2gr/200mg Pdre.Prép.Inj. Bt 10Fl SS;AUGMENTIN 2gr/200mg Pdre.Prép.Inj. Bt 10Fl SS;injection;7
AUGMENTIN 500mg/50mg Pdre.P.Prép.Inj. Bt 10 Fl SS;AUGMENTIN 500mg/50mg Pdre.P.Prép.Inj. Bt 10 Fl SS;injection;7
AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 16;AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 16;comprime;7
AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 24;AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 24;comprime;7
AUGMENTIN Enf. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml;AUGMENTIN Enf. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml;poudre;7
AUGMENTIN Enf. 500mg/62.5mg Pdre.P.Susp.Or. Bt 24 Sachets-Doses;AUGMENTIN Enf. 500mg/62.5mg Pdre.P.Susp.Or. Bt 24 Sachets-Doses;poudre;7
AUGMENTIN Enf. 500mg/62.5mg Pdre.Susp.Or. Bt 12 Sach.;AUGMENTIN Enf. 500mg/62.5mg Pdre.Susp.Or. Bt 12 Sach.;poudre;7
AUGMENTIN Nourr. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml + Pipette;AUGMENTIN Nourr. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml + Pipette;poudre;7
AUREOMYCINE SPECIA 3% Pde Derm. Tb 15gr;AUREOMYCINE SPECIA 3% Pde Derm. Tb 15gr;pommade;7
AURICULARUM Pdre. Auricu. Fl/ 1Fl Pdre.+Slvt/10ml;AURICULARUM Pdre. Auricu. Fl/ 1Fl Pdre.+Slvt/10ml;poudre;7
AURIPAX Gttes.Auric. Fl 15ml;AURIPAX Gttes.Auric. Fl 15ml;gouttes;7
AVAMYS 27.5µg/ Pulv. Spray Nasal Fl 120Doses;AVAMYS 27.5µg/ Pulv. Spray Nasal Fl 120Doses;autre;7
AVASTIN 100mg Sol.Inj.P.Perf. Bt 1Fl/4ml (F);AVASTIN 100mg Sol.Inj.P.Perf. Bt 1Fl/4ml (F);injection;7
AVASTIN 400mg Sol.Inj.P.Perf. Bt 1Fl/16ml (F);AVASTIN 400mg Sol.Inj.P.Perf. Bt 1Fl/16ml (F);injection;7
AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /0.5ml(F);AVAXIM 80U PEDIATRIQUE Susp.Inj. Bt 1Ser. préremplie /0.5ml(F);injection;7
AVENOC Pde.Rect.Tb 30gr;AVENOC Pde.Rect.Tb 30gr;pommade;7
AVENOC Suppo. Bt 10;AVENOC Suppo. Bt 10;suppositoire;7
AVIRAL 1000mg Comp. Pell. Bt 21;AVIRAL 1000mg Comp. Pell. Bt 21;comprime;7
AVIRAL 500mg Comp. Pell. Séc. Bt 10;AVIRAL 500mg Comp. Pell. Séc. Bt 10;comprime;7
AVODART 0,5mg Caps.Molle Bt 30;AVODART 0,5mg Caps.Molle Bt 30;gellule;7
AVOMIN 1mg Comp.Pell. Bt 28;AVOMIN 1mg Comp.Pell. Bt 28;comprime;7
AVONEX 30µg/0.5ml Sol. Inj. Bt 4Stylos Pré-remplis (F);AVONEX 30µg/0.5ml Sol. Inj. Bt 4Stylos Pré-remplis (F);injection;7
AVONEX 6 MUI Sol.Inj. Bt 4Ser./0.5ml (F);AVONEX 6 MUI Sol.Inj. Bt 4Ser./0.5ml (F);injection;7
AVOXINE 500 500mg Comp. Pell. Séc. Fl 10;AVOXINE 500 500mg Comp. Pell. Séc. Fl 10;comprime;7
AVOXINE 500 500mg Comp. Pell. Séc. Fl 5;AVOXINE 500 500mg Comp. Pell. Séc. Fl 5;comprime;7
AXEN 100mg Suppo. Bt 10;AXEN 100mg Suppo. Bt 10;suppositoire;7
AXEN 2,5% Gel Derm. Tb 50gr;AXEN 2,5% Gel Derm. Tb 50gr;gel;7
AZANTAC 150mg Comp efferv. Bt 2 Tb/15;AZANTAC 150mg Comp efferv. Bt 2 Tb/15;comprime;7
AZANTAC 75 COMP Efferv. 75mg Bt 14;AZANTAC 75 COMP Efferv. 75mg Bt 14;comprime;7
AZATHIOPRINE MYLAN 50mg Comp.Pell.Séc. Bt 100;AZATHIOPRINE MYLAN 50mg Comp.Pell.Séc. Bt 100;comprime;7
AZEAL 0.05% Collyre Fl 6ml;AZEAL 0.05% Collyre Fl 6ml;gouttes;7
AZITHROCINE 250 250mg Gél. Bt 6;AZITHROCINE 250 250mg Gél. Bt 6;gelule;7
AZIX 500mg Comp.Pell. Bt 3;AZIX 500mg Comp.Pell. Bt 3;comprime;7
AZIX 600 40mg/ml Pdre.Susp.Or. Fl 15ml;AZIX 600 40mg/ml Pdre.Susp.Or. Fl 15ml;poudre;7
AZIX 900 40mg/ml Pdre.Susp.Or. Fl 22.5ml;AZIX 900 40mg/ml Pdre.Susp.Or. Fl 22.5ml;poudre;7
AZOPT 1% Collyre Fl 5ml;AZOPT 1% Collyre Fl 5ml;gouttes;7
AZRO 1500mg/37.5ml (40mg/ml) Pdre.P.Susp.Or. Fl 37.5ml;AZRO 1500mg/37.5ml (40mg/ml) Pdre.P.Susp.Or. Fl 37.5ml;poudre;7
AZRO 500mg Comp.Pell. Bt 3;AZRO 500mg Comp.Pell. Bt 3;comprime;7
